"CDSCode","NCESDist","NCESSchool","StatusType","County","Distrinct","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","district"
"19647256015549","0622500","02748",Active,Los Angeles,,Naples Elementary,"5537 The Toledo","5537 The Toledo",Long Beach,"90803-3935",CA,"5537 The Toledo","5537 The Toledo",Long Beach,"90803-3935",CA,(562) 433-0489,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.754981,-118.12745,Jeffrey,Wood,jwood@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015556","0622500","02749",Active,Los Angeles,,Newcomb Academy,"3351 Val Verde Avenue","3351 Val Verde Ave.",Long Beach,"90808-2301",CA,"3351 Val Verde Avenue","3351 Val Verde Ave.",Long Beach,"90808-2301",CA,(562) 421-8851,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.816774,-118.07894,Donna,Ryono,dryono@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015564","0622500","",Closed,Los Angeles,,Nightingale Elementary,"3701 East Willow Street","3701 East Willow St.",Long Beach,"90815-1732",CA,"3701 East Willow Street","3701 East Willow St.",Long Beach,"90815-1732",CA,"","","",1980-07-01,1993-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,"1-5","","",,,,"","","","","","","","","",2005-12-27,Long Beach Unified
"19647256015572","0622500","02708",Active,Los Angeles,,Jessie Nelson Academy,"1951 Cherry Avenue","1951 Cherry Ave.",Signal Hill,"90755-5823",CA,"1951 Cherry Avenue","1951 Cherry Ave.",Signal Hill,"90755-5823",CA,(562) 591-6041,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.792988,-118.16884,Denise,Peterson,dpeterson@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015580","0622500","02752",Active,Los Angeles,,Prisk Elementary,"2375 Fanwood Avenue","2375 Fanwood Ave.",Long Beach,"90815-2114",CA,"2375 Fanwood Avenue","2375 Fanwood Ave.",Long Beach,"90815-2114",CA,(562) 598-9601,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.800645,-118.11561,Damon,Jespersen,djespersen@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015598","0622500","02754",Active,Los Angeles,,Riley Elementary,"3319 Sandwood Street","3319 Sandwood St.",Lakewood,"90712-3423",CA,"3319 Sandwood Street","3319 Sandwood St.",Lakewood,"90712-3423",CA,(562) 420-9595,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.843925,-118.14997,LaShell,Diggs,ldiggs@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015606","0622500","02756",Active,Los Angeles,,Roosevelt Elementary,"1574 Linden Avenue","1574 Linden Ave.",Long Beach,"90813-2032",CA,"1574 Linden Avenue","1574 Linden Ave.",Long Beach,"90813-2032",CA,(562) 591-7477,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.786281,-118.1866,Clarissa,Tolentino,ctolentino@lbschools.net,"","","","","","",2015-07-02,Long Beach Unified
"19647256015614","0622500","02757",Active,Los Angeles,,Signal Hill Elementary,"2285 Walnut Avenue","2285 Walnut Ave.",Signal Hill,"90755-3619",CA,"2285 Walnut Avenue","2285 Walnut Ave.",Signal Hill,"90755-3619",CA,(562) 426-8170,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.798607,-118.17206,Tammy,LaVelle,tlavelle@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015622","0622500","02760",Active,Los Angeles,,Stevenson Elementary,"515 Lime Avenue","515 Lime Ave.",Long Beach,"90802-2642",CA,"515 Lime Avenue","515 Lime Ave.",Long Beach,"90802-2642",CA,(562) 437-0407,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.773258,-118.18374,Yvette,Streeter,ystreeter@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256015630","0622500","02761",Closed,Los Angeles,,Sutter Elementary,"5075 Daisy Avenue","5075 Daisy Ave.",Long Beach,"90805-6307",CA,"5075 Daisy Avenue","5075 Daisy Ave.",Long Beach,"90805-6307",CA,"","","",1980-07-01,2007-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-8,"",,,,"","","","","","","","","",2009-10-02,Long Beach Unified
"19647256015648","0622500","02762",Active,Los Angeles,,Tincher Preparatory,"1701 Petaluma Avenue","1701 Petaluma Ave.",Long Beach,"90815-4855",CA,"1701 Petaluma Avenue","1701 Petaluma Ave.",Long Beach,"90815-4855",CA,(562) 493-2636,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.787467,-118.10058,Rosemary,Sissons,rsissons@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015655","0622500","07113",Closed,Los Angeles,,Tucker Elementary,"2221 Argonne Avenue","2221 Argonne Ave.",Long Beach,"90815-2527",CA,"2221 Argonne Avenue","2221 Argonne Ave.",Long Beach,"90815-2527",CA,"","","",1996-10-08,2013-07-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,"1","",,33.797035,-118.13623,"","","","","","","","","",2013-07-02,Long Beach Unified
"19647256015663","0622500","02764",Active,Los Angeles,,Twain Elementary,"5021 East Centralia Street","5021 East Centralia St.",Long Beach,"90808-1329",CA,"5021 East Centralia Street","5021 East Centralia St.",Long Beach,"90808-1329",CA,(562) 421-8421,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.839649,-118.13472,Jacqueline,Williams,jmwilliams@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015671","0622500","02766",Active,Los Angeles,,Webster Elementary,"1755 West 32nd Way","1755 West 32nd Way",Long Beach,"90810-2459",CA,"1755 West 32nd Way","1755 West 32nd Way",Long Beach,"90810-2459",CA,(562) 595-6568,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.816208,-118.21601,Sarah,Forrester,sforrester@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256015689","0622500","02767",Active,Los Angeles,,Whittier Elementary,"1761 Walnut Avenue","1761 Walnut Ave.",Long Beach,"90813-2430",CA,"1761 Walnut Avenue","1761 Walnut Ave.",Long Beach,"90813-2430",CA,(562) 599-6263,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.789148,-118.17205,Lori,Grady,lgrady@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256015697","0622500","02768",Active,Los Angeles,,Willard Elementary,"1055 Freeman Avenue","1055 Freeman Ave.",Long Beach,"90804-3804",CA,"1055 Freeman Avenue","1055 Freeman Ave.",Long Beach,"90804-3804",CA,(562) 438-9934,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.779962,-118.15572,Cassandra,Richards,crichards@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256029078","0622500","00794",Merged,Los Angeles,,Lee-Rossmoor Elementary,"11481 Foster Road","11481 Foster Rd.",Los Alamitos,"90720",CA,"11481 Foster Road","11481 Foster Rd.",Los Alamitos,"90720",CA,"","","",1992-09-10,1999-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),"","",ELEM,Elementary,"5-6","","",0,33.795766,-118.08202,"","","","","","","","","",2015-06-18,Long Beach Unified
"19647256057772","0622500","02710",Closed,Los Angeles,,DeMille Middle,"7025 East Parkcrest Street","7025 East Parkcrest St.",Long Beach,"90808-2319",CA,"7025 East Parkcrest Street","7025 East Parkcrest St.",Long Beach,"90808-2319",CA,"","","",1980-07-01,2010-06-17,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8","",,33.829519,-118.0967,"","","","","","","","","",2013-07-02,Long Beach Unified
"19647256057780","0622500","02719",Active,Los Angeles,,Hamilton Middle,"1060 East 70th Street","1060 East 70th St.",Long Beach,"90805-1008",CA,"1060 East 70th Street","1060 East 70th St.",Long Beach,"90805-1008",CA,(562) 602-0302,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.881788,-118.17945,Kathleen,Cruz,kcruz@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256057798","0622500","02724",Active,Los Angeles,,Hoover Middle,"3501 Country Club Drive","3501 Country Club Dr.",Lakewood,"90712-3429",CA,"3501 Country Club Drive","3501 Country Club Dr.",Lakewood,"90712-3429",CA,(562) 421-1213,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.840142,-118.14887,Stephanie,Cooper,sdunn@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256057806","0622500","02727",Active,Los Angeles,,Jefferson Leadership Academies,"750 Euclid Avenue","750 Euclid Ave.",Long Beach,"90804-5228",CA,"750 Euclid Avenue","750 Euclid Ave.",Long Beach,"90804-5228",CA,(562) 438-9904,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.776398,-118.14909,Kevin,Maddox,kmaddox@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256057814","0622500","02736",Active,Los Angeles,,Lindbergh STEM Academy,"1022 East Market Street","1022 East Market St.",Long Beach,"90805-6034",CA,"1022 East Market Street","1022 East Market St.",Long Beach,"90805-6034",CA,(562) 422-2845,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.854306,-118.18023,Connie,Magee,cmagee@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256057822","0622500","02743",Active,Los Angeles,,Marshall Academy of the Arts,"5870 East Wardlow Road","5870 East Wardlow Rd.",Long Beach,"90808-3853",CA,"5870 East Wardlow Road","5870 East Wardlow Rd.",Long Beach,"90808-3853",CA,(562) 429-7013,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.818695,-118.11732,Marie,Hatwan,mhatwan@lbschools.net,"","","","","","",2015-07-01,Long Beach Unified
"19647256057830","0622500","02755",Active,Los Angeles,,Rogers Middle,"365 Monrovia Avenue","365 Monrovia Ave.",Long Beach,"90803-1934",CA,"365 Monrovia Avenue","365 Monrovia Ave.",Long Beach,"90803-1934",CA,(562) 434-7411,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.766748,-118.1313,Douglas,Jordan,djordan@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256057848","0622500","02759",Active,Los Angeles,,Stephens Middle,"1830 West Columbia Street","1830 West Columbia St.",Long Beach,"90810-2913",CA,"1830 West Columbia Street","1830 West Columbia St.",Long Beach,"90810-2913",CA,(562) 595-0841,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.809075,-118.21691,Salvador,Madrigal,smadrigal@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256058853","0622500","04805",Closed,Los Angeles,,Oak Academy,"10821 Oak Street","10821 Oak St.",Los Alamitos,"90720",CA,"10821 Oak Street","10821 Oak St.",Los Alamitos,"90720",CA,"","","",1995-08-29,1999-06-30,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,ELEM,Elementary,"3-6","","",0,33.805663,-118.07579,"","","","","","","","","",2015-06-18,Long Beach Unified
"19647256061337","0622500","02697",Active,Los Angeles,,Bancroft Middle,"5301 East Centralia Street","5301 East Centralia St.",Long Beach,"90808-1432",CA,"5301 East Centralia Street","5301 East Centralia St.",Long Beach,"90808-1432",CA,(562) 425-7461,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.839628,-118.12942,Pilar,Perossio,mperossio@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256061345","0622500","02713",Active,Los Angeles,,Franklin Classical Middle,"540 Cerritos Avenue","540 Cerritos Ave.",Long Beach,"90802-1623",CA,"540 Cerritos Avenue","540 Cerritos Ave.",Long Beach,"90802-1623",CA,(562) 435-4952,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.773409,-118.1779,Wendy,Sowinski,wsowinski@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256061352","0622500","02722",Closed,Los Angeles,,Hill Classical Middle,"1100 Iroquois Avenue","1100 Iroquois Ave.",Long Beach,"90815-4649",CA,"1100 Iroquois Avenue","1100 Iroquois Ave.",Long Beach,"90815-4649",CA,"","","",1980-07-01,2016-07-01,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"8","8",N,0,33.780852,-118.10612,"","","","","","","","","",2016-07-29,Long Beach Unified
"19647256061360","0622500","02726",Active,Los Angeles,,Hughes Middle,"3846 California Avenue","3846 California Ave.",Long Beach,"90807-3510",CA,"3846 California Avenue","3846 California Ave.",Long Beach,"90807-3510",CA,(562) 595-0831,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.827469,-118.18059,Edward,Samuels,esamuels@lbschools.net,"","","","","","",2016-07-28,Long Beach Unified
"19647256061378","0622500","02758",Active,Los Angeles,,Stanford Middle,"5871 East Los Arcos Street","5871 East Los Arcos St.",Long Beach,"90815-2120",CA,"5871 East Los Arcos Street","5871 East Los Arcos St.",Long Beach,"90815-2120",CA,(562) 594-9793,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.799652,-118.1187,David,Costa,dcosta@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256061386","0622500","02765",Active,Los Angeles,,Washington Middle,"1450 Cedar Avenue","1450 Cedar Ave.",Long Beach,"90813-1705",CA,"1450 Cedar Avenue","1450 Cedar Ave.",Long Beach,"90813-1705",CA,(562) 591-2434,"","",1980-07-01,,0,"","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8",N,0,33.785128,-118.19498,Megan,Traver,mtraver@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256093769","0622500","07747",Closed,Los Angeles,,Buffum Elementary,"2350 Ximeno Avenue","2350 Ximeno Ave.",Long Beach,"90815-1838",CA,"2350 Ximeno Avenue","2350 Ximeno Ave.",Long Beach,"90815-1838",CA,"","","",1980-07-01,2011-09-01,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,"",,,,"","","","","","","","","",2012-04-02,Long Beach Unified
"19647256107015","0622500","09149",Closed,Los Angeles,,Two Harbors Elementary,"1 School House Road","1 School House Rd.",Two Harbors,"90704-0557",CA,PO Box 557,PO Box 557,Avalon,"90704-0557",CA,"","","",1980-07-01,2015-06-30,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,"1-3",N,0,33.44005,-118.49843,"","","","","","","","","",2016-05-17,Long Beach Unified
"19647256108013","0622500","09568",Active,Los Angeles,,Jenny Oropeza Elementary,"700 Locust Avenue","700 Locust Ave.",Long Beach,"90813-4317",CA,"700 Locust Avenue","700 Locust Ave.",Long Beach,"90813-4317",CA,(562) 436-4420,"","",1980-07-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.775356,-118.19103,Mona,Cook,mcook@lbschools.net,"","","","","","",2016-08-01,Long Beach Unified
"19647256109292","0622500","09902",Active,Los Angeles,,Alvarado Elementary,"1900 East 21st Street","1900 East 21st St.",Signal Hill,"90755-5858",CA,"1900 East 21st Street","1900 East 21st St.",Signal Hill,"90755-5858",CA,(562) 985-0019,"","",1990-09-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,33.795234,-118.16873,Lucy,Salazar,lsalazar@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256112056","0622500","03226",Active,Los Angeles,,Robinson Academy,"2750 Pine Avenue","2750 Pine Ave.",Long Beach,"90806-2617",CA,"2750 Pine Avenue","2750 Pine Ave.",Long Beach,"90806-2617",CA,(562) 492-6003,"","",1994-09-01,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.80654,-118.1924,Damita,Myers-Miller,dmyersmiller@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
"19647256113146","0622500","04590",Closed,Los Angeles,,Constellation Community Charter Middle,"620 Olive Avenue","620 Olive Ave.",Long Beach,"90802-1546",CA,PO Box 2130,PO Box 2130,Long Beach,"90801-2130",CA,"","","",1995-08-11,2012-04-30,1,"0058","","54",Unified School District,"62",Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,"6-8","6-8","",,33.774752,-118.18233,"","","","","","","","","",2013-07-02,Long Beach Unified
"19647256114946","0622500","07114",Closed,Los Angeles,,Long Beach Preparatory Academy (Altern),"1951 East Cherry Avenue","1951 East Cherry Avenue",Signal Hill,"90806",CA,"1951 East Cherry Avenue","1951 East Cherry Avenue",Signal Hill,"90806",CA,"","","",1997-09-03,2004-12-19,0,"","","54",Unified School District,"63",Alternative Schools of Choice,"","",INTMIDJR,Intermediate/Middle/Junior High,"8","8","",,,,"","","","","","","","","",2009-01-30,Long Beach Unified
"19647256116933","0622500","08025",Active,Los Angeles,,Powell Academy for Success,"150 Victoria Street","150 Victoria St.",Long Beach,"90805-2147",CA,"150 Victoria Street","150 Victoria St.",Long Beach,"90805-2147",CA,(310) 631-8794,"","",1999-09-02,,0,"","","54",Unified School District,"60",Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,33.864818,-118.20358,Wendy,Claflin,wclaflin@lbschools.net,"","","","","","",2015-06-18,Long Beach Unified
